Venue;Year;Author;URL;CoAuthorList;Title;Pagination;NoAuthor;AuthorURLs;DOI
CIAA;2001;Jean-Marc Champarnaud;https://dblp.org/pid/30/6143.html;Jean-Marc Champarnaud, Gérard Duchamp;Brzozowski's Derivatives Extended to Multiplicities.;52-64;2;https://dblp.org/pid/30/6143.html,https://dblp.org/pid/d/GerardDuchamp.html;10.1007/3-540-36390-4_5
CIAA;2000;Jean-Marc Champarnaud;https://dblp.org/pid/30/6143.html;Jean-Marc Champarnaud;Implicit Structures to Implement NFA's from Regular Expressions.;80-93;1;https://dblp.org/pid/30/6143.html;10.1007/3-540-44674-5_6
CIAA;2000;Jean-Marc Champarnaud;https://dblp.org/pid/30/6143.html;Jean-Marc Champarnaud, Djelloul Ziadi;New Finite Automaton Constructions Based on Canonical Derivatives.;94-104;2;https://dblp.org/pid/30/6143.html,https://dblp.org/pid/83/2086.html;10.1007/3-540-44674-5_7
WIA;1999;Jean-Marc Champarnaud;https://dblp.org/pid/30/6143.html;Philippe Andary, Pascal Caron, Jean-Marc Champarnaud, Gérard Duchamp, Marianne Flouret, Éric Laugerotte;SEA: A Symbolic Environment for Automata Theory.;13-26;6;https://dblp.org/pid/27/606.html,https://dblp.org/pid/30/6143.html,https://dblp.org/pid/32/6467.html,https://dblp.org/pid/68/4299.html,https://dblp.org/pid/77/3565.html,https://dblp.org/pid/d/GerardDuchamp.html;10.1007/3-540-45526-4_2
Workshop on Implementing Automata;1998;Jean-Marc Champarnaud;https://dblp.org/pid/30/6143.html;Jean-Marc Champarnaud, Djelloul Ziadi, Jean-Luc Ponty;Determinization of Glushkov Automata.;57-68;3;https://dblp.org/pid/15/3639.html,https://dblp.org/pid/30/6143.html,https://dblp.org/pid/83/2086.html;10.1007/3-540-48057-9_5
Workshop on Implementing Automata;1998;Jean-Marc Champarnaud;https://dblp.org/pid/30/6143.html;Jean-Francis Michon, Jean-Marc Champarnaud;Automata and Binary Decision Diagrams.;178-182;2;https://dblp.org/pid/30/6143.html,https://dblp.org/pid/91/3645.html;10.1007/3-540-48057-9_15
Workshop on Implementing Automata;1998;Jean-Marc Champarnaud;https://dblp.org/pid/30/6143.html;Are Uppman, Jean-Marc Champarnaud;Autographe: A Graphical Version of Automate.;226-229;2;https://dblp.org/pid/19/81.html,https://dblp.org/pid/30/6143.html;10.1007/3-540-48057-9_21
Workshop on Implementing Automata;1996;Jean-Marc Champarnaud;https://dblp.org/pid/30/6143.html;Jean-Luc Ponty, Djelloul Ziadi, Jean-Marc Champarnaud;A New Quadratic Algorithm to Convert a Regular Expression into an Automaton.;109-119;3;https://dblp.org/pid/15/3639.html,https://dblp.org/pid/30/6143.html,https://dblp.org/pid/83/2086.html;10.1007/3-540-63174-7_9
CIAA;2013;Valérie Murat;https://dblp.org/pid/24/10259.html;Thomas Genet, Tristan Le Gall, Axel Legay, Valérie Murat;A Completion Algorithm for Lattice Tree Automata.;134-145;4;https://dblp.org/pid/03/3582.html,https://dblp.org/pid/24/10259.html,https://dblp.org/pid/48/4007.html,https://dblp.org/pid/52/579.html;10.1007/978-3-642-39274-0_13
CIAA;2010;Daniel Neider;https://dblp.org/pid/47/6419.html;Daniel Neider;Reachability Games on Automatic Graphs.;222-230;1;https://dblp.org/pid/47/6419.html;10.1007/978-3-642-18098-9_24
CIAA;2017;Nathanaël Fijalkow;https://dblp.org/pid/93/8654.html;Nathanaël Fijalkow, Hugo Gimbert, Edon Kelmendi, Denis Kuperberg;Stamina: Stabilisation Monoids in Automata Theory.;101-112;4;https://dblp.org/pid/140/7385.html,https://dblp.org/pid/21/8279.html,https://dblp.org/pid/22/250.html,https://dblp.org/pid/93/8654.html;10.1007/978-3-319-60134-2_9
CIAA;2010;Adam Roman;https://dblp.org/pid/37/2503.html;Krzysztof Chmiel, Adam Roman;COMPAS - A Computing Package for Synchronization.;79-86;2;https://dblp.org/pid/37/2503.html,https://dblp.org/pid/43/2330.html;10.1007/978-3-642-18098-9_9
WIA;1999;Beatrix Braune;https://dblp.org/pid/46/1614.html;Beatrix Braune, Stephan Diehl, Andreas Kerren, Reinhard Wilhelm;Animation of the Generation and Computation of Finite Automata for Learning Software.;39-47;4;https://dblp.org/pid/44/6743.html,https://dblp.org/pid/46/1614.html,https://dblp.org/pid/d/StephanDiehl1.html,https://dblp.org/pid/w/ReinhardWilhelm.html;10.1007/3-540-45526-4_4
CIAA;2010;Yanbing Liu;https://dblp.org/pid/84/4048.html;Yanbing Liu, Li Guo, Ping Liu, Jianlong Tan;Compressing Regular Expressions' DFA Table by Matrix Decomposition.;282-289;4;https://dblp.org/pid/02/929-1.html,https://dblp.org/pid/19/336.html,https://dblp.org/pid/34/188-1.html,https://dblp.org/pid/84/4048.html;10.1007/978-3-642-18098-9_30
CIAA;2009;Yanbing Liu;https://dblp.org/pid/84/4048.html;Yanbing Liu, Yifu Yang, Ping Liu, Jianlong Tan;A Table Compression Method for Extended Aho-Corasick Automaton.;84-93;4;https://dblp.org/pid/05/7175.html,https://dblp.org/pid/19/336.html,https://dblp.org/pid/34/188-1.html,https://dblp.org/pid/84/4048.html;10.1007/978-3-642-02979-0_12
CIAA;2001;Bernard Boigelot;https://dblp.org/pid/37/1275.html;Bernard Boigelot, Louis Latour;Counting the Solutions of Presburger Equations without Enumerating Them.;40-51;2;https://dblp.org/pid/37/1275.html,https://dblp.org/pid/72/5451.html;10.1007/3-540-36390-4_4
CIAA;2003;Maciej Troc;https://dblp.org/pid/49/4233.html;Olgierd Unold, Maciej Troc, Tadeusz Dobosz, Alicja Trusewicz;Finite-State Molecular Computing.;309-310;4;https://dblp.org/pid/15/3718.html,https://dblp.org/pid/20/118.html,https://dblp.org/pid/49/4233.html,https://dblp.org/pid/53/947.html;10.1007/3-540-45089-0_33
CIAA;2016;Colin de la Higuera;https://dblp.org/pid/h/CdlHiguera.html;Jorge Calvo-Zaragoza, Colin de la Higuera, José Oncina;Computing the Expected Edit Distance from a String to a PFA.;39-50;3;https://dblp.org/pid/136/2163.html,https://dblp.org/pid/63/548.html,https://dblp.org/pid/h/CdlHiguera.html;10.1007/978-3-319-40946-7_4
CIAA;2005;Colin de la Higuera;https://dblp.org/pid/h/CdlHiguera.html;Colin de la Higuera, Frédéric Piat, Frédéric Tantini;Learning Stochastic Finite Automata for Musical Style Recognition.;345-346;3;https://dblp.org/pid/39/6778.html,https://dblp.org/pid/92/2095.html,https://dblp.org/pid/h/CdlHiguera.html;10.1007/11605157_31
CIAA;2016;Robert Glück;https://dblp.org/pid/g/RobertGluck.html;Robert Glück;A Practical Simulation Result for Two-Way Pushdown Automata.;113-124;1;https://dblp.org/pid/g/RobertGluck.html;10.1007/978-3-319-40946-7_10
CIAA;2008;Rob J. van Glabbeek;https://dblp.org/pid/g/RobJvanGlabbeek.html;Rob J. van Glabbeek, Bas Ploeger;Five Determinisation Algorithms.;161-170;2;https://dblp.org/pid/92/3700.html,https://dblp.org/pid/g/RobJvanGlabbeek.html;10.1007/978-3-540-70844-5_17
CIAA;2009;Gonzalo Navarro;https://dblp.org/pid/n/GonzaloNavarro.html;Gonzalo Navarro;Implementation and Application of Automata in String Processing.;1;1;https://dblp.org/pid/n/GonzaloNavarro.html;10.1007/978-3-642-02979-0_1
CIAA;2016;José Oncina;https://dblp.org/pid/63/548.html;Jorge Calvo-Zaragoza, Colin de la Higuera, José Oncina;Computing the Expected Edit Distance from a String to a PFA.;39-50;3;https://dblp.org/pid/136/2163.html,https://dblp.org/pid/63/548.html,https://dblp.org/pid/h/CdlHiguera.html;10.1007/978-3-319-40946-7_4
CIAA;2019;Anguraj Baskar;https://dblp.org/pid/36/5799.html;Anguraj Baskar, R. Ramanujam, S. P. Suresh;Dolev-Yao Theory with Associative Blindpair Operators.;58-69;3;https://dblp.org/pid/34/6797.html,https://dblp.org/pid/36/5799.html,https://dblp.org/pid/80/2956.html;10.1007/978-3-030-23679-3_5
CIAA;2015;Natalia Kushik;https://dblp.org/pid/72/9959.html;Natalia Kushik, Nina Yevtushenko;Describing Homing and Distinguishing Sequences for Nondeterministic Finite State Machines via Synchronizing Automata.;188-198;2;https://dblp.org/pid/33/658.html,https://dblp.org/pid/72/9959.html;10.1007/978-3-319-22360-5_16
CIAA;2013;Natalia Kushik;https://dblp.org/pid/72/9959.html;Natalia Kushik, Nina Yevtushenko;On the Length of Homing Sequences for Nondeterministic Finite State Machines.;220-231;2;https://dblp.org/pid/33/658.html,https://dblp.org/pid/72/9959.html;10.1007/978-3-642-39274-0_20
CIAA;2011;Natalia Kushik;https://dblp.org/pid/72/9959.html;Natalia Kushik, Khaled El-Fakih, Nina Yevtushenko;Preset and Adaptive Homing Experiments for Nondeterministic Finite State Machines.;215-224;3;https://dblp.org/pid/33/658.html,https://dblp.org/pid/72/9959.html,https://dblp.org/pid/83/1062.html;10.1007/978-3-642-22256-6_20
CIAA;2012;Vincent Hugot;https://dblp.org/pid/80/9679.html;Pierre-Cyrille Héam, Vincent Hugot, Olga Kouchnarenko;On Positive TAGED with a Bounded Number of Constraints.;329-336;3;https://dblp.org/pid/50/1007.html,https://dblp.org/pid/80/9679.html,https://dblp.org/pid/95/4315.html;10.1007/978-3-642-31606-7_29
CIAA;2011;Vincent Hugot;https://dblp.org/pid/80/9679.html;Pierre-Cyrille Héam, Vincent Hugot, Olga Kouchnarenko;Loops and Overloops for Tree Walking Automata.;166-177;3;https://dblp.org/pid/50/1007.html,https://dblp.org/pid/80/9679.html,https://dblp.org/pid/95/4315.html;10.1007/978-3-642-22256-6_16
CIAA;2013;Pierluigi San Pietro;https://dblp.org/pid/17/906.html;Stefano Crespi-Reghizzi, Pierluigi San Pietro;Deterministic Counter Machines and Parallel Matching Computations.;280-291;2;https://dblp.org/pid/17/906.html,https://dblp.org/pid/c/SCrespiReghizzi.html;10.1007/978-3-642-39274-0_25
CIAA;2012;Pierluigi San Pietro;https://dblp.org/pid/17/906.html;Stefano Crespi-Reghizzi, Pierluigi San Pietro;Strict Local Testability with Consensus Equals Regularity.;113-124;2;https://dblp.org/pid/17/906.html,https://dblp.org/pid/c/SCrespiReghizzi.html;10.1007/978-3-642-31606-7_10
CIAA;2003;Tsai-Hung Fan;https://dblp.org/pid/02/3376.html;Tsai-Hung Fan, Shufen Lee, Hsueh-I Lu, Tsung-Shan Tsou, Tsai-Cheng Wang, Adam Yao;An Optimal Algorithm for Maximum-Sum Segment and Its Application in Bioinformatics Extended Abstract.;251-257;6;https://dblp.org/pid/02/3376.html,https://dblp.org/pid/11/6327.html,https://dblp.org/pid/44/90.html,https://dblp.org/pid/57/4224.html,https://dblp.org/pid/64/762.html,https://dblp.org/pid/l/HsuehILu.html;10.1007/3-540-45089-0_23
CIAA;2006;Ming Li;https://dblp.org/pid/l/MingLi1.html;Ming Li;Information Distance and Its Applications.;1-9;1;https://dblp.org/pid/l/MingLi1.html;10.1007/11812128_1
CIAA;2015;Emanuele Giaquinta;https://dblp.org/pid/16/5567.html;Emanuele Giaquinta;Run-Length Encoded Nondeterministic KMP and Suffix Automata.;102-113;1;https://dblp.org/pid/16/5567.html;10.1007/978-3-319-22360-5_9
CIAA;2018;Yuki Ubukata;https://dblp.org/pid/223/4899.html;Yusei Masuda, Shinnosuke Seki, Yuki Ubukata;Towards the Algorithmic Molecular Self-assembly of Fractals by Cotranscriptional Folding.;261-273;3;https://dblp.org/pid/223/4899.html,https://dblp.org/pid/223/4929.html,https://dblp.org/pid/70/1118.html;10.1007/978-3-319-94812-6_22
CIAA;2005;Isabelle Tellier;https://dblp.org/pid/81/6429.html;Isabelle Tellier;Automata and AB-Categorial Grammars.;353-355;1;https://dblp.org/pid/81/6429.html;10.1007/11605157_35
CIAA;2001;Ruben Urizar;https://dblp.org/pid/13/2854.html;Iñaki Alegria, Maxux J. Aranzabe, Nerea Ezeiza, Aitzol Ezeiza, Ruben Urizar;Using Finite State Technology in Natural Language Processing of Basque.;1-12;5;https://dblp.org/pid/13/2854.html,https://dblp.org/pid/22/987.html,https://dblp.org/pid/51/3734.html,https://dblp.org/pid/77/2513.html,https://dblp.org/pid/79/3795.html;10.1007/3-540-36390-4_1
CIAA;2016;Jakub Kowalski;https://dblp.org/pid/93/11142.html;Andrzej Kisielewicz, Jakub Kowalski, Marek Szykula;Experiments with Synchronizing Automata.;176-188;3;https://dblp.org/pid/83/2770.html,https://dblp.org/pid/93/11142.html,https://dblp.org/pid/97/10625.html;10.1007/978-3-319-40946-7_15
CIAA;2000;Andreas Kerren;https://dblp.org/pid/44/6743.html;Stephan Diehl, Andreas Kerren, Torsten Weller;Visual Exploration of Generation Algorithms for Finite Automata on the Web.;327-328;3;https://dblp.org/pid/00/6512.html,https://dblp.org/pid/44/6743.html,https://dblp.org/pid/d/StephanDiehl1.html;10.1007/3-540-44674-5_29
WIA;1999;Andreas Kerren;https://dblp.org/pid/44/6743.html;Beatrix Braune, Stephan Diehl, Andreas Kerren, Reinhard Wilhelm;Animation of the Generation and Computation of Finite Automata for Learning Software.;39-47;4;https://dblp.org/pid/44/6743.html,https://dblp.org/pid/46/1614.html,https://dblp.org/pid/d/StephanDiehl1.html,https://dblp.org/pid/w/ReinhardWilhelm.html;10.1007/3-540-45526-4_4
Workshop on Implementing Automata;1998;Xiuming Wu;https://dblp.org/pid/80/1138.html;Sandra Huerter, Kai Salomaa, Xiuming Wu, Sheng Yu;Implementing Reversed Alternating Finite Automaton (r-AFA) Operations.;69-81;4;https://dblp.org/pid/02/6009.html,https://dblp.org/pid/48/1861.html,https://dblp.org/pid/80/1138.html,https://dblp.org/pid/y/ShengYu.html;10.1007/3-540-48057-9_6
Workshop on Implementing Automata;1997;Xiuming Wu;https://dblp.org/pid/80/1138.html;Kai Salomaa, Xiuming Wu, Sheng Yu;Efficient Implementation of Regular Languages Using R-AFA.;176-184;3;https://dblp.org/pid/02/6009.html,https://dblp.org/pid/80/1138.html,https://dblp.org/pid/y/ShengYu.html;10.1007/BFb0031391
CIAA;2016;Giuseppe Perelli;https://dblp.org/pid/08/10670.html;Antonio Di Stasio, Aniello Murano, Giuseppe Perelli, Moshe Y. Vardi;Solving Parity Games Using an Automata-Based Algorithm.;64-76;4;https://dblp.org/pid/08/10670.html,https://dblp.org/pid/157/8638.html,https://dblp.org/pid/41/1330.html,https://dblp.org/pid/v/MosheYVardi.html;10.1007/978-3-319-40946-7_6
Workshop on Implementing Automata;1996;Antoine Georgevail;https://dblp.org/pid/75/5784.html;Romuald Boné, Christophe Daguin, Antoine Georgevail, Denis Maurel;Time Series Forecasting by Finite-State Automata.;26-34;4;https://dblp.org/pid/60/3064.html,https://dblp.org/pid/75/5784.html,https://dblp.org/pid/82/2359.html,https://dblp.org/pid/99/1040.html;10.1007/3-540-63174-7_3
CIAA;2015;Mehryar Mohri;https://dblp.org/pid/03/5448.html;Mehryar Mohri, Michael D. Riley;On the Disambiguation of Weighted Automata.;263-278;2;https://dblp.org/pid/03/5448.html,https://dblp.org/pid/73/924.html;10.1007/978-3-319-22360-5_22
CIAA;2012;Mehryar Mohri;https://dblp.org/pid/03/5448.html;Mehryar Mohri;A Disambiguation Algorithm for Finite Automata and Functional Transducers.;265-277;1;https://dblp.org/pid/03/5448.html;10.1007/978-3-642-31606-7_23
CIAA;2010;Mehryar Mohri;https://dblp.org/pid/03/5448.html;Cyril Allauzen, Corinna Cortes, Mehryar Mohri;Large-Scale Training of SVMs with Automata Kernels.;17-27;3;https://dblp.org/pid/03/5448.html,https://dblp.org/pid/77/5783.html,https://dblp.org/pid/85/2685.html;10.1007/978-3-642-18098-9_3
CIAA;2008;Mehryar Mohri;https://dblp.org/pid/03/5448.html;Cyril Allauzen, Mehryar Mohri;3-Way Composition of Weighted Finite-State Transducers.;262-273;2;https://dblp.org/pid/03/5448.html,https://dblp.org/pid/85/2685.html;10.1007/978-3-540-70844-5_27
CIAA;2007;Mehryar Mohri;https://dblp.org/pid/03/5448.html;Cyril Allauzen, Michael Riley, Johan Schalkwyk, Wojciech Skut, Mehryar Mohri;OpenFst: A General and Efficient Weighted Finite-State Transducer Library.;11-23;5;https://dblp.org/pid/03/5448.html,https://dblp.org/pid/73/924.html,https://dblp.org/pid/74/4110.html,https://dblp.org/pid/85/2685.html,https://dblp.org/pid/98/6688.html;10.1007/978-3-540-76336-9_3
CIAA;2007;Mehryar Mohri;https://dblp.org/pid/03/5448.html;Mehryar Mohri, Pedro J. Moreno, Eugene Weinstein;Factor Automata of Automata and Applications.;168-179;3;https://dblp.org/pid/03/5448.html,https://dblp.org/pid/22/3249.html,https://dblp.org/pid/34/3391.html;10.1007/978-3-540-76336-9_17
CIAA;2006;Mehryar Mohri;https://dblp.org/pid/03/5448.html;Corinna Cortes, Mehryar Mohri, Ashish Rastogi;On the Computation of Some Standard Distances Between Probabilistic Automata.;137-149;3;https://dblp.org/pid/03/5448.html,https://dblp.org/pid/59/1067.html,https://dblp.org/pid/77/5783.html;10.1007/11812128_14
CIAA;2004;Mehryar Mohri;https://dblp.org/pid/03/5448.html;Cyril Allauzen, Mehryar Mohri, Brian Roark;A General Weighted Grammar Library.;23-34;3;https://dblp.org/pid/03/5448.html,https://dblp.org/pid/09/246.html,https://dblp.org/pid/85/2685.html;10.1007/978-3-540-30500-2_3
CIAA;2003;Mehryar Mohri;https://dblp.org/pid/03/5448.html;Cyril Allauzen, Mehryar Mohri;An Efficient Pre-determinization Algorithm.;83-95;2;https://dblp.org/pid/03/5448.html,https://dblp.org/pid/85/2685.html;10.1007/3-540-45089-0_9
CIAA;2002;Mehryar Mohri;https://dblp.org/pid/03/5448.html;Mehryar Mohri;Edit-Distance of Weighted Automata.;1-23;1;https://dblp.org/pid/03/5448.html;10.1007/3-540-44977-9_1
CIAA;2002;Mehryar Mohri;https://dblp.org/pid/03/5448.html;Cyril Allauzen, Mehryar Mohri;p-Subsequentiable Transducers.;24-34;2;https://dblp.org/pid/03/5448.html,https://dblp.org/pid/85/2685.html;10.1007/3-540-44977-9_2
CIAA;2000;Mehryar Mohri;https://dblp.org/pid/03/5448.html;Mehryar Mohri;Generic epsilon -Removal Algorithm for Weighted Automata.;230-242;1;https://dblp.org/pid/03/5448.html;10.1007/3-540-44674-5_19
Workshop on Implementing Automata;1997;Mehryar Mohri;https://dblp.org/pid/03/5448.html;Mehryar Mohri, Fernando C. N. Pereira, Michael Riley;A Rational Design for a Weighted Finite-State Transducer Library.;144-158;3;https://dblp.org/pid/03/5448.html,https://dblp.org/pid/73/924.html,https://dblp.org/pid/p/FernandoCNPereira.html;10.1007/BFb0031388
CIAA;2010;Taro Suzuki;https://dblp.org/pid/59/6488.html;Satoshi Okui, Taro Suzuki;Disambiguation in Regular Expression Matching via Position Automata with Augmented Transitions.;231-240;2;https://dblp.org/pid/02/624.html,https://dblp.org/pid/59/6488.html;10.1007/978-3-642-18098-9_25
CIAA;2009;Taro Suzuki;https://dblp.org/pid/59/6488.html;Taro Suzuki, Satoshi Okui;Hedge Pattern Partial Derivative.;125-134;2;https://dblp.org/pid/02/624.html,https://dblp.org/pid/59/6488.html;10.1007/978-3-642-02979-0_16
CIAA;2013;Klaus Sutner;https://dblp.org/pid/48/2296.html;Klaus Sutner;Invertible Transducers, Iteration and Coordinates.;306-318;1;https://dblp.org/pid/48/2296.html;10.1007/978-3-642-39274-0_27
CIAA;2003;Klaus Sutner;https://dblp.org/pid/48/2296.html;Klaus Sutner;The Ehrenfeucht-Mycielski Sequence.;282-293;1;https://dblp.org/pid/48/2296.html;10.1007/3-540-45089-0_26
CIAA;2002;Klaus Sutner;https://dblp.org/pid/48/2296.html;Klaus Sutner;Reduced Power Automata.;194-202;1;https://dblp.org/pid/48/2296.html;10.1007/3-540-44977-9_18
CIAA;2002;Klaus Sutner;https://dblp.org/pid/48/2296.html;Klaus Sutner;automata, a Hybrid System for Computational Automata Theory.;221-227;1;https://dblp.org/pid/48/2296.html;10.1007/3-540-44977-9_21
CIAA;2009;Pierre Ganty;https://dblp.org/pid/16/5983.html;Pierre Ganty, Nicolas Maquet, Jean-François Raskin;Fixpoint Guided Abstraction Refinement for Alternating Automata.;155-164;3;https://dblp.org/pid/05/4174.html,https://dblp.org/pid/16/5983.html,https://dblp.org/pid/44/5225.html;10.1007/978-3-642-02979-0_19
CIAA;2011;Christian Buckl;https://dblp.org/pid/70/6638.html;Chih-Hong Cheng, Barbara Jobstmann, Christian Buckl, Alois C. Knoll;On the Hardness of Priority Synthesis.;110-117;4;https://dblp.org/pid/55/5062.html,https://dblp.org/pid/64/3701.html,https://dblp.org/pid/70/6638.html,https://dblp.org/pid/k/AloisKnoll.html;10.1007/978-3-642-22256-6_11
CIAA;2012;Franz Jahn;https://dblp.org/pid/118/1311.html;Franz Jahn, Manfred Kufleitner, Alexander Lauser;Regular Ideal Languages and Their Boolean Combinations.;205-216;3;https://dblp.org/pid/118/1311.html,https://dblp.org/pid/69/8148.html,https://dblp.org/pid/79/477.html;10.1007/978-3-642-31606-7_18
CIAA;2021;Luca Prigioniero;https://dblp.org/pid/182/9958.html;Martin Kutrib, Luca Prigioniero;Boolean Kernels of Context-Free Languages.;152-164;2;https://dblp.org/pid/182/9958.html,https://dblp.org/pid/k/MartinKutrib.html;10.1007/978-3-030-79121-6_13
CIAA;2018;Luca Prigioniero;https://dblp.org/pid/182/9958.html;Bruno Guillon, Giovanni Pighizzini, Luca Prigioniero;Non-self-embedding Grammars, Constant-Height Pushdown Automata, and Limited Automata.;186-197;3;https://dblp.org/pid/07/10360.html,https://dblp.org/pid/182/9958.html,https://dblp.org/pid/87/6893.html;10.1007/978-3-319-94812-6_16
CIAA;2019;Juraj Sebej;https://dblp.org/pid/60/9959.html;Stavros Konstantinidis, Mitja Mastnak, Juraj Sebej;Partitioning a Symmetric Rational Relation into Two Asymmetric Rational Relations.;171-183;3;https://dblp.org/pid/166/1600.html,https://dblp.org/pid/60/9959.html,https://dblp.org/pid/k/StavrosKonstantinidis.html;10.1007/978-3-030-23679-3_14
CIAA;2016;Juraj Sebej;https://dblp.org/pid/60/9959.html;Jozef Jirásek Jr., Juraj Sebej;Kuratowski Algebras Generated by Prefix-Free Languages.;150-162;2;https://dblp.org/pid/182/6176.html,https://dblp.org/pid/60/9959.html;10.1007/978-3-319-40946-7_13
CIAA;2014;Juraj Sebej;https://dblp.org/pid/60/9959.html;Galina Jirásková, Matús Palmovský, Juraj Sebej;Kleene Closure on Regular and Prefix-Free Languages.;226-237;3;https://dblp.org/pid/133/6735.html,https://dblp.org/pid/60/9959.html,https://dblp.org/pid/j/GJiraskova.html;10.1007/978-3-319-08846-4_17
CIAA;2006;Kevin Knight;https://dblp.org/pid/77/1610.html;Jonathan May, Kevin Knight;Tiburon: A Weighted Tree Automata Toolkit.;102-113;2;https://dblp.org/pid/00/4758.html,https://dblp.org/pid/77/1610.html;10.1007/11812128_11
CIAA;2008;Pierre Wolper;https://dblp.org/pid/w/PierreWolper.html;François Cantin, Axel Legay, Pierre Wolper;Computing Convex Hulls by Automata Iteration.;112-121;3;https://dblp.org/pid/52/579.html,https://dblp.org/pid/79/6837.html,https://dblp.org/pid/w/PierreWolper.html;10.1007/978-3-540-70844-5_12
CIAA;2011;Marinella Sciortino;https://dblp.org/pid/86/6093.html;Giusi Castiglione, Antonio Restivo, Marinella Sciortino;Nondeterministic Moore Automata and Brzozowski's Algorithm.;88-99;3;https://dblp.org/pid/05/2717.html,https://dblp.org/pid/86/6093.html,https://dblp.org/pid/g/GiusiCastiglione.html;10.1007/978-3-642-22256-6_9
CIAA;2010;Marinella Sciortino;https://dblp.org/pid/86/6093.html;Giusi Castiglione, Cyril Nicaud, Marinella Sciortino;A Challenging Family of Automata for Classical Minimization Algorithms.;251-260;3;https://dblp.org/pid/28/881.html,https://dblp.org/pid/86/6093.html,https://dblp.org/pid/g/GiusiCastiglione.html;10.1007/978-3-642-18098-9_27
CIAA;2009;Marinella Sciortino;https://dblp.org/pid/86/6093.html;Giusi Castiglione, Antonio Restivo, Marinella Sciortino;On Extremal Cases of Hopcroft's Algorithm.;14-23;3;https://dblp.org/pid/05/2717.html,https://dblp.org/pid/86/6093.html,https://dblp.org/pid/g/GiusiCastiglione.html;10.1007/978-3-642-02979-0_5
CIAA;2013;Thomas Genet;https://dblp.org/pid/03/3582.html;Thomas Genet, Tristan Le Gall, Axel Legay, Valérie Murat;A Completion Algorithm for Lattice Tree Automata.;134-145;4;https://dblp.org/pid/03/3582.html,https://dblp.org/pid/24/10259.html,https://dblp.org/pid/48/4007.html,https://dblp.org/pid/52/579.html;10.1007/978-3-642-39274-0_13
Workshop on Implementing Automata;1996;Christophe Daguin;https://dblp.org/pid/99/1040.html;Romuald Boné, Christophe Daguin, Antoine Georgevail, Denis Maurel;Time Series Forecasting by Finite-State Automata.;26-34;4;https://dblp.org/pid/60/3064.html,https://dblp.org/pid/75/5784.html,https://dblp.org/pid/82/2359.html,https://dblp.org/pid/99/1040.html;10.1007/3-540-63174-7_3
CIAA;2021;Diana Geneva;https://dblp.org/pid/249/5768.html;Diana Geneva, Georgi Shopov, Stoyan Mihov;Algorithms for Probabilistic and Stochastic Subsequential Failure Transducers.;127-139;3;https://dblp.org/pid/249/5355.html,https://dblp.org/pid/249/5768.html,https://dblp.org/pid/67/6448.html;10.1007/978-3-030-79121-6_11
CIAA;2000;Stephan Diehl;https://dblp.org/pid/d/StephanDiehl1.html;Stephan Diehl, Andreas Kerren, Torsten Weller;Visual Exploration of Generation Algorithms for Finite Automata on the Web.;327-328;3;https://dblp.org/pid/00/6512.html,https://dblp.org/pid/44/6743.html,https://dblp.org/pid/d/StephanDiehl1.html;10.1007/3-540-44674-5_29
WIA;1999;Stephan Diehl;https://dblp.org/pid/d/StephanDiehl1.html;Beatrix Braune, Stephan Diehl, Andreas Kerren, Reinhard Wilhelm;Animation of the Generation and Computation of Finite Automata for Learning Software.;39-47;4;https://dblp.org/pid/44/6743.html,https://dblp.org/pid/46/1614.html,https://dblp.org/pid/d/StephanDiehl1.html,https://dblp.org/pid/w/ReinhardWilhelm.html;10.1007/3-540-45526-4_4
CIAA;2007;Margareta Ackerman;https://dblp.org/pid/81/894.html;Margareta Ackerman, Jeffrey O. Shallit;Efficient Enumeration of Regular Languages.;226-242;2;https://dblp.org/pid/81/894.html,https://dblp.org/pid/s/JeffreyShallit.html;10.1007/978-3-540-76336-9_22
Workshop on Implementing Automata;1996;X. Xiong;https://dblp.org/pid/87/3812.html;Bala Ravikumar, X. Xiong;Implementing Sequential and Parallel Programs for the Homing Sequence Problem.;120-131;2;https://dblp.org/pid/24/3232.html,https://dblp.org/pid/87/3812.html;10.1007/3-540-63174-7_10
CIAA;2006;Fei Xie;https://dblp.org/pid/51/1316.html;Guowu Yang, Fei Xie, Xiaoyu Song, Marek A. Perkowski;Universality of Hybrid Quantum Gates and Synthesis Without Ancilla Qudits.;279-280;4;https://dblp.org/pid/01/5162.html,https://dblp.org/pid/38/4538.html,https://dblp.org/pid/51/1316.html,https://dblp.org/pid/58/3449.html;10.1007/11812128_28
CIAA;2013;Géraud Sénizergues;https://dblp.org/pid/38/4510.html;Patrick Henry, Géraud Sénizergues;LALBLC A Program Testing the Equivalence of dpda's.;169-180;2;https://dblp.org/pid/10/4341.html,https://dblp.org/pid/38/4510.html;10.1007/978-3-642-39274-0_16
CIAA;2011;Jan Daciuk;https://dblp.org/pid/89/931.html;Jan Daciuk, Dawid Weiss;Smaller Representation of Finite State Automata.;118-129;2;https://dblp.org/pid/09/1765.html,https://dblp.org/pid/89/931.html;10.1007/978-3-642-22256-6_12
